Title,URL,Post,Publication Date
Energia solar residencial poderá ficar mais cara com aumento de impostos,https://carlsonpessoa.blogspot.com/2025/01/energia-solar-residencial-podera-ficar.html,"Dados da consultoria Greener apontam que o reajuste de impostos sobreplacas solarespode resultar em um aumento de 13% no valor dos sistemas residenciais deenergia solarno Brasil, isso agora no ano de 2025. De acordo com as informações, o cálculo leva em consideração o aumento da alíquota de impostos de importação sobre módulos fotovoltaicos, que passou de 9,6% para 25%, além dareduçãode 13% para 9% dobenefício fiscal para exportaçãodo governo chinês acerca de painéis solares.Assis Fernandes/O DiaEnergia solar residencial poderá ficar mais cara com aumento de impostos; entendaAanálise da Greener leva em conta um sistema residencial de 4 kWp como parâmetro. É avaliado que oaumento médio seja de quase 26%nos preços médios dos módulos fotovoltaicos. Com isso, a demora no retorno do investimento aumentaria em 6,71%, passando de 3 para 3,2 anos.Outro ponto citado pela empresa de consultoria seria acerca do frete para módulos importados da China. Conforme o compilado dos dados que estão no mercado atualmente, caso o preço FOB (Free on Board – modalidade de frete em que o consumidor assume os riscos e custos com o transporte da mercadoria) continue em alta e siga representando 13,87%, o impacto nos preços pode ser ainda maior, sendo 43,42% para os módulos nacionalizados e 22% para o kit fotovoltaico, enquanto o payback passaria para 3,34 anos.Aumento da alíquota de importaçãoEm novembro de 2024, o Comitê-Executivo de Gestão da Câmara de Comércio Exterior (Gecex-Camex) publicou umamudança na alíquota de importação de células fotovoltaicasem resolução publicada no Diário Oficial da União. A alíquota passou de 9,6% para 25%.A medida favorece a produção local de componentes e insumos, como células, wafers e módulos, reduzindo a dependência externa e aumentando o valor agregado no país. A expectativa do Governo Federal é estimular o fortalecimento da indústria solar nacional, contribuindo para a diversificação da matriz energética, alinhando-se aos compromissos ambientais e climáticos do Brasil.Outro detalhe é que a medida impacta as células fotovoltaicas montadas em painéis solares, ou seja, módulos fotovoltaicos já montados. Dessa forma, a medida atende tanto a indústria nacional que fabrica células voltaicas, assim como toda uma cadeia envolvida na elaboração e implementação de projetos de painéis solares. (Ezequiel Araújo)",Unknown date
SENAI: Matriculas abertas para curso de Costureiro Sob Medida,https://carlsonpessoa.blogspot.com/2024/11/senai-matriculas-abertas-para-curso-de_0177786987.html,,Unknown date
ESPECIALIDADES: Hospital Marques Basto,https://carlsonpessoa.blogspot.com/2023/02/hospital-maternidade-dr-marques-basto_0716296828.html,,Unknown date
SESI - Atendimento Médico,https://carlsonpessoa.blogspot.com/2024/06/sesi-atendimento-medico.html,,Unknown date
SENAI: Matriculas abertas para curso de Confeiteiro,https://carlsonpessoa.blogspot.com/2024/11/senai-matriculas-abertas-para-curso-de_0713010570.html,,Unknown date
Governador Rafael Fonteles já cumpriu 73% dos compromissos de campanha,https://carlsonpessoa.blogspot.com/2025/01/governador-rafael-fonteles-ja-cumpriu.html,"Em 2025, o governador Rafael Fonteles entra para o terceiro ano à frente do Governo do Piauí. Os dois primeiros anos de sua gestão foram marcados por avanços expressivos e conquistas relevantes para o estado, com o cumprimento de 73% dos compromissos assumidos durante a campanha eleitoral de 2022. Das 178 propostas firmadas, 130 já foram integralmente atendidas, o que corresponde a 73% do total. As 48 restantes estão em andamento, de forma a serem cumpridas antes mesmo do último ano de gestão.Para se ter uma ideia desse avanço na implementação de ações e projetos, o ano de 2024 foi marcado por conquistas significativas nas áreas da educação, segurança, saúde, infraestrutura e empreendedorismo. Por meio de investimentos estratégicos nesses e em outros setores, o Piauí se consolida como um modelo de transformação social, econômica, tecnológica e energética, trilhando um caminho sólido de crescimento sustentável rumo ao futuro.EducaçãoEm 2024, o Piauí obteve seu melhor desempenho no Índice de Desenvolvimento da Educação Básica (Ideb),destacando-se como o estado com o melhor ensino médio do Nordeste e o quarto melhor do Brasil. Esse avanço resulta do investimento de R$ 1,5 bilhão no programa Moderniza Seduc, com o objetivo de tornar o Piauí o primeiro estado brasileiro a ter 100% das escolas de ensino médio funcionando em tempo integral até o fim deste ano. Atualmente, mais de 350 unidades já operam nesse formato.Além disso, 324 escolas passaram por reformas em sua infraestrutura, somando um investimento de R$ 159,5 milhões. Até o momento, foram inauguradas 42 escolas, três sedes de Gerências Regionais de Educação (GRE) e um centro especializado, com 283 outras estruturas em obras.SegurançaCom investimentos estratégicos, o Piauí está se consolidando como um dos estados mais seguros do Norte-Nordeste, registrando reduções contínuas nos crimes violentos, especialmente o roubo. A ampliação de grupamentos militares no interior, aumento do efetivo policial e ações como a Patrulha Cidadã contribuíram para reduzir os índices de criminalidade.Um destaque nacional foi o protocolo de recuperação de celulares roubados, adotado como modelo pelo Ministério da Justiça. No ano de 2024, mais de 6.330 celulares foram recuperados, um aumento de 69% em relação a 2023. A redução de roubos, que caiu 33% de 2023 para 2024, reflete o sucesso das ações.SaúdeA Saúde no Piauí alcançou avanços significativos em 2024, com foco na descentralização e modernização dos serviços hospitalares. A criação de mais de 200 novos leitos e melhorias na infraestrutura em várias regiões estão garantindo um atendimento médico mais ágil e eficiente, especialmente no interior do estado.Outro marco foi o avanço do programa Piauí Saúde Digital, que em apenas um ano alcançou 222 municípios, com mais de 250 mil procedimentos (consultas e exames) realizados. Mais de 1.000 Unidades Básicas de Saúde (UBS) já estão equipadas com salas do programa.A inovação também está presente no formato mobile, o aplicativo do Piauí Saúde Digital oferece consultas com clínicos gerais disponíveis 24 horas, além de monitoramento de dados vitais, como pressão arterial, frequência cardíaca e nível de estresse mental. O app ainda facilita a renovação de receitas médicas para pacientes com doenças crônicas, contribuindo para a continuidade do tratamento e a comodidade dos usuários.Infraestrutura rodoviária e nas cidadesO Departamento de Estradas de Rodagem (DER) do Piauí tem impulsionado a malha rodoviária do estado, que ganhou mais de 800 km de novas rodovias pavimentadas. Em dois anos, mais de R$1 bilhão foi investido, só por esse órgão, em obras que reduziram distâncias entre diferentes regiões do estado, possibilitando um crescimento econômico e social significativo. Até 2026, a meta do DER é ampliar ainda mais a malha rodoviária piauiense, atingindo 1.500 km a mais em extensão. Além dos novos trechos, mais de 7 mil km da malha já existente foram recuperados.Já na mobilidade urbana, com obras executadas pelo Instituto de Desenvolvimento do Piauí (Idepi), em 2024 foram 101 ações de pavimentação em paralelepípedo, beneficiando mais de 40 cidades e totalizando uma área de 714.855 m² de vias pavimentadas, com um investimento total de R$ 76.135.205,50. Já em pavimentação asfáltica foram 20 cidades contempladas, com projetos distribuídos em diversos contratos somando 212,58 km de vias pavimentadas e investimento total de R$ 133.389.322,43.Orçamento Participativo (OPA)Em 2024, o Orçamento Participativo (OPA) priorizou as necessidades reais da população, destinando a maior parte dos recursos, 55,98%, para a mobilidade urbana e urbanização.Outras áreas como esporte e lazer (26,53%), segurança e justiça (7,58%),cultura (6,71%) e assistência social (3,21%) também receberam atenção significativa.Até o momento, 95,45% das propostas da edição do programa para 2024 estão concluídas ou em andamento,totalizando R$ 53.949.409,76 investidos. Os recursos têm impactado diretamente a infraestrutura e a qualidade de vida de diversas comunidades, com 308.317,88 m² de pavimentação asfáltica e 65.581 m² de calçamento já realizados. Esses avanços beneficiaram especialmente Teresina e Parnaíba, cidades contempladas na primeira edição do programa.Em 2025 serão executadas 148 propostas. As iniciativas serão implementadas nos municípios de Teresina, Parnaíba, Picos, Piripiri e Floriano, abrangendo uma ampla gama de ações e obras em diferentes áreas. O valor total para a execução dessas propostas é de R$ 69.768.501,52, que será distribuído conforme as propostas eleitas por meio de voto popular.EmpreendedorismoO ano de 2024 foi um marco para o empreendedorismo no Piauí, consolidando o estado como líder nacional na agilidade para a abertura de novas empresas. De acordo com o balanço anual da Junta Comercial do Piauí (Jucepi), durante todo o ano, o Piauí manteve a primeira posição no ranking nacional, chegando à uma média recorde de 28 minutos em janeiro de 2024.Esse desempenho contribuiu para o crescimento significativo no número de empreendimentos no estado. Ao todo, mais de 30 mil novas empresas foram registradas, representando um aumento de 4,94% em comparação ao ano anterior.Entre as categorias, os microempreendedores individuais (MEI) foram destaque, com 21.271 novos registros. Em seguida, vieram as microempresas (ME), com 7.064 novos empreendimentos, e as empresas de pequeno porte (EPP), que totalizaram 1.327.Outras categorias somaram 697 novos empreendimentos, demonstrando o ambiente favorável ao empreendedorismo em diversas frentes no estado.Áreas em que o Governo do Estado cumpriu mais compromissos:Desenvolvimento Social– 45 compromissos, sendo 34 concluídos e 11 em andamentoDesenvolvimento Econômico–29 compromissos, sendo 22 concluídos e 7 em andamentoGestão– 18 compromissos,sendo 10 concluídos e 8 em andamentoEducação– 16 compromissos,sendo 15 concluídos e 1 em andamentoMeio Ambiente– 16 compromissos, sendo 12 concluídos e 4 em andamentoDesenvolvimento Rural– 13 compromissos, sendo 11 concluídos e 2 em andamentoSegurança– 13 compromissos,sendo 9 concluídos e 4 em andamento.Fonte:Governo do Piauí",Unknown date
ESPECIALIDADES: Hospital Marques Basto,https://carlsonpessoa.blogspot.com/2023/02/hospital-maternidade-dr-marques-basto.html,,Unknown date
Mensagem de um amigo,https://carlsonpessoa.blogspot.com/2025/01/mensagem-de-um-amigo.html,"É com muita tristeza e saudade que recebo esta notícia. Tio Carlos Antônio foi um bom pai, um bom irmão, um bom tio, um bom amigo.Com ele aprendi a nadar na piscina da AABB. Em sua companhia, das minhas primas e da tia Magali assisti a muitos filmes de faroeste americano, de índios,  no Cine Teatro Éden.Por décadas seguidas, recebi ligações dele na data do meu aniversário. Na última delas, ele me disse há três anos: no próximo ano, se ainda estiver por aqui, ligarei pra você no seu aniversário.Por tudo isso, sou muito grato a ele. Jamais o esquecerei.Lamento muito não estar presente em sua despedida. Ele, contudo, permanecerá vivo em minhas lembranças do tio que foi sempre presente em minha vida.Que Deus conforte o coração de sua família, sobretudo da Rúbia, Rosana e Regina.Emocionado, compartilho com vocês a dor dessa partida do meu querido tio Carlos Antônio.A Claudia lhes envia um abraço.Fernando Ferraz",Unknown date
SESI - Reserve sua vaga  para 2025 no Ensino Médio,https://carlsonpessoa.blogspot.com/2024/11/sesi-reserve-sua-vaga-para-2025-no.html,,Unknown date
Benefícios do Plano de Assistência Familiar Pax União.,https://carlsonpessoa.blogspot.com/2024/06/beneficios-do-plano-de-assistencia.html,,Unknown date
"Suspeita de envenenar caju e entregar as crianças em Parnaíba, pode ganhar liberdade",https://carlsonpessoa.blogspot.com/2025/01/suspeita-de-envenenar-caju-e-entregar.html,"Lucélia Conceição chega à Central de Flagrantes sob proteção policialApós a descoberta de que Francisco de Assis Pereira, 52 anos, ser o principal suspeito de envenenar nove membros da mesma família em Parnaíba-PI, o caso do envenenamento dos meninos Ulisses Gabriel, 8 anos, e João Miguel, 7 anos, pode sofrer uma reviravolta .Diante desse novo caso de envenenamento, o Ministério Público agora quer saber se há relação entre os crimes. O promotor Silas Sereno informou que vai pedir a soltura de Lucélia, que está presa desde o dia 23 de agosto, acusada de envenenar as duas crianças, Ulisses e João Gabriel  em agosto de 2024.Os meninos foram internados após apresentar sintomas de intoxicação. No tempo a Polícia Civil prendeu uma vizinha dos meninos, Lucélia Maria da Conceição, 52 anos, apontada como suspeita de ter dado as sacolas com cajus, supostamente envenenados, aos dois meninos. Na casa dela a perícia encontrou substância semelhante a utilizada para envenenar as duas crianças. Isso não significa que a idosa esteja livre das acusações. Ela segue respondendo ao processo, e pode ser colocada em liberdade.Os dois meninos foram internados em Parnaíba e chegaram a ser transferidos para o Hospital de Urgência de Teresina (HUT), João Miguel faleceu no dia 28 de agosto. Ulisses faleceu no dia 10 de novembro.Agora se sabe que a substância utilizada para matar Ulisses Gabriel e João Miguel, foi a mesma utilizada para envenenar outros membros da família deles, o terbufós.O advogado que defende Lucélia Maria, Sammai Cavalcante,  afirmou que o novo caso de envenenamento da família de Ulisses e João Miguel pode mudar o curso das investigações que pesam sobre Lucélia.“O caso está mudando de curso. Agora apareceram novos fatos, uma nova investigação está em curso e um novo suspeito foi apontado. Além disso, novas provas periciais serão apresentadas. Agora aguardamos o exame técnico determinando ou não a contaminação dos frutos consumidos pelos meninos”, finalizou.(piauihoje)",Unknown date
ESPECIALIDADES: Hospital Marques Basto,https://carlsonpessoa.blogspot.com/2024/03/hospital-maternidade-dr-marques-basto.html,,Unknown date
Inmet alerta para chuvas neste sábado nas 224 cidades do Piauí,https://carlsonpessoa.blogspot.com/2025/01/inmet-alerta-para-chuvas-neste-sabado.html,"O
Instituto Nacional de Meteorologia (Inmet)
emitiu, neste sábado (11), dois alertas de chuva para todas as 224 cidades do
Piauí. Os alertas são válidos até as 12h deste domingo, 12 de janeiro.Alerta
LaranjaO
alerta prevê chuvas entre 30 e 60 mm/h ou 50 e 100 mm/dia, com ventos intensos
de até 100 km/h, queda de galhos e risco de interrupção de energia elétrica. O
aviso é válido para as regiões Sudeste, Centro-Norte e Sudoestedo Piauí.Alerta
AmareloO
boletim meteorológico amarelo prevê chuvas de até 50 mm/dia e é válido para as
cidades das regiões Sudeste Piauiense, Centro-Norte Piauiense, Sudoeste
Piauiense e Norte Piauiense.Previsão
do tempo na capital piauiensePara
este sábado, continuam previstas chuvas em Teresina. A temperatura máxima é de
30 °C, enquanto a mínima
esperada é de 25 °C.OrientaçõesO
Inmet alerta que em caso de rajadas de vento, a população não deve se abrigar
debaixo de árvores. Além disso, o órgão de meteorologia também recomenda:-
Não estacionar veículos próximos a torres de transmissão e placas de
propaganda;-
evitar usar aparelhos eletrônicos ligados à tomada;-
não use equipamentos elétricos que tenham sido molhados ou em locais inundados,
devido ao risco de choque elétrico;-
não estacionar veículos próximos a torres de transmissão e placas de
propaganda;A
população piauiense pode buscar mais informações junto à Defesa Civil (199) e
Corpo de Bombeiros (193).",Unknown date
ESPECIALIDADES: Hospital Marques Bastos,https://carlsonpessoa.blogspot.com/2022/10/hospital-e-maternidade-marques-bastos.html,,Unknown date
"Fiscalização da campanha ""Deixa o caranguejo namorar"" começa na segunda- feira (13) no Litoral Piauiense",https://carlsonpessoa.blogspot.com/2025/01/fiscalizacao-da-campanha-deixa-o.html,"O Governo do Piauí, por meio da Secretaria de Meio Ambiente e Recursos Hídricos (Semarh), realizará ações de fiscalização durante o período de defeso do caranguejo-uçá. A operação inicia nesta segunda-feira (13) e segue até 18 de janeiro, em Parnaíba, Luiz Correia, Ilha Grande, Cajueiro da Praia. A mobilização tem com o objetivo combater a cata ilegal e proteger o caranguejo-uçá durante o período de defeso.Durante a fiscalização, além das vistorias em mercados, peixarias e restaurantes, e das incursões nos manguezais para verificar o cumprimento da lei que proíbe a cata do crustáceo durante o período de defeso, também é realizado um trabalho de conscientização junto aos catadores locais.""A Semarh reforça que a fiscalização será rigorosa, pois estaremos no Litoral piauiense com três auditores fiscais ambientais, três equipes de segurança da Secretaria e teremos também o apoio da Companhia independente de Policiamento Ambiental da região Norte. Tudo para garantir a reprodução do animal"", afirmou major Dênio Marinho.A penalidade administrativa prevista para o caso de peça em período proibido é de aplicação de multa, que pode variar de R$ 700 a R$ 100 mil, com a possibilidade de acréscimo de R$ 20 a cada quilo de material encontrado.O período do defeso em 2025 compreende cinco etapas, em que é proibida a captura, o transporte, a industrialização e a comercialização do caranguejo-uçá. Os próximos períodos do defeso são: 29 de janeiro a 3 de fevereiro; 27 de fevereiro a 4 de março e 29 de março a 3 de abril.A Secretaria reforça para a pessoas físicas ou jurídicas envolvidas na criação em cativeiro, conservação, beneficiamento, industrialização ou comercialização do caranguejo-uçá que será necessário apresentar Declaração de Estoque ao Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) até o último dia útil anterior ao início de cada período de defeso.",Unknown date
SESI Saúde retoma atendimento odontológico em Parnaíba,https://carlsonpessoa.blogspot.com/2023/11/sesi-saude-retoma-atendimento_0724871544.html,"O SESI Saúde, departamento  ligado ao Serviço Social da Indústria de Parnaíba (SESI Parnaíba), informa que retornaram os atendimentos odontológicos para os trabalhadores da indústria.A agenda de atendimentos já está aberta, sendo que basta os interessados reservarem a consulta por meio do Whatsapp: 3322-3041. Os atendimentos ocorrem na sede do Centro Esportivo Dirceu Arcoverde (Verdinho), situado na Rua Flankin Veras, 383, no Bairro Nossa Senhora de Fátima.",Unknown date
Policia Civil e Militar fecham boca de fumo e três suspeitos são presos em Buriti dos Lopes,https://carlsonpessoa.blogspot.com/2025/01/policia-civil-e-militar-fecham-boca-de.html,"Imagens: Policia Civil do Estado do PiauíNesta sexta-feira (10/01), uma ação conjunta da Polícia Civil e do Grupamento da Policia Militar (GPM), de Buriti dos Lopes, resultou nas prisões em flagrante dos nacionais de iniciais T.S.S, A.S.C e C.D.S.S, e na apreensão de drogas em uma residência na rua Santo Antônio no bairro Campo Redondo.De acordo com a polícia, no local foram apreendidas 46 trouxinhas de crack, 02 pedaços grande da mesma substancia, uma balança de precisão, vários saquinhos de “dindim” utilizam para a endolação das drogas, e uma quantia em no valor de R$ 610,00, em dinheiro trocado, o que configura ainda mais o tráfico - parte das drogas foram encontradas no quintal.Todo o material foi apreendido e levado à sede da Delegacia, onde os suspeitos foram autuados em Flagrante delito pelos crimes de tráfico de droga, associação para o tráfico e receptação.Informações: Policia Civil do Estado do Piauí.",Unknown date
SENAI: Matriculas abertas para curso de Padeiro(gratuito),https://carlsonpessoa.blogspot.com/2024/11/senai-matriculas-abertas-para-curso-de_0416206264.html,,Unknown date
Gov. Rafael Fonteles demite sete servidores públicos por abandono de função e acúmulo de cargos,https://carlsonpessoa.blogspot.com/2025/01/gov-rafael-fonteles-demite-sete.html,"O governador do Piauí, Rafael Fonteles, decretou a demissão de sete servidores públicos, sendo dois por acumulação ilegal de cargos e cinco por abandono de funções. A decisão foi formalizada por meio de decretos publicados no Diário Oficial do Estado em (09/01).As demissões ocorreram após processos administrativos conduzidos pela Corregedoria-Geral do Estado, que identificaram irregularidades nas condutas dos servidores, em violação ao Estatuto dos Servidores Públicos Civis do Estado. Entre os demitidos estão Rita de C. e S. e Paulo C. A. de A., ambos desligados por acumulação ilegal de cargos, além de Flávia P. D. de A. L., Bruno M. M., André A. de L. M., Francisco das C. L. S. e Bruno R. da S. G., que foram afastados por abandono de cargo.A acumulação de cargos públicos é proibida pela Constituição, salvo em situações específicas, como a compatibilidade de horários entre dois cargos de professor ou em áreas de saúde. Rita acumulava o cargo de telefonista na Secretaria de Saúde do Piauí com o de professora na Secretaria de Educação, o que levou à sua demissão. Já Paulo foi desligado por acumular funções de professor e agente de operação na Prefeitura de Campo Maior.Outros servidores foram demitidos por faltas prolongadas e injustificadas. A enfermeira Flávia  não compareceu ao trabalho de janeiro de 2019 a setembro de 2020, e Bruno Marques Melo, técnico de radiologia, abandonou suas funções por quase dois anos. Além disso, André Alexandre, Francisco e Bruno não retornaram ao trabalho após licenças ou faltaram por longos períodos, sem justificativas válidas.",Unknown date
ESPECIALIDADES: Hospital Marques Basto,https://carlsonpessoa.blogspot.com/2024/08/especialidades-hospital-marques-basto.html,,Unknown date
PAX UNIÃO INFORMA - NOTA DE FALECIMENTO,https://carlsonpessoa.blogspot.com/2025/01/pax-uniao-informa-nota-de-falecimento_11.html,"A PAX UNIÃO, em nome das famílias enlutadas, cumpre o seu doloroso dever de comunicar o falecimento das seguintes pessoas:1. EDINALDO CORDEIRO DA SILVA, 53 anos de idade,falecido na madrugada do dia (10.01.2025) em sua residência na Rua Madeira Brandão, n°890, Bairro de Fátima. O sepultamento foi realizado no cemitério da Fraternidade.2. CARLOS EDUARDO SALES DO NASCIMENTO, 19 anos de idade,falecido às 13h do dia (10.01.2025) em sua residência no Conjunto Morada da Universidade, n°280, Bairro Frei Higino. O sepultamento será realizado às 10h de hoje (11.01.2025) no cemitério Santana.3. CARLOS ANTÔNIO FERREIRA DO ESPIRITO SANTO, 94 anos de idade, falecido na madrugada de hoje (11.01.2025) no Hospital Marques Basto em Parnaíba-PI. O corpo está sendo velado no ESPAÇO VELATORIO VIP DA PAX UNIÃO. O sepultamento será logo mais às 17h no cemitério da Igualdade.A PAX UNIÃO, em nome das famílias enlutadas, agradece a todos que comparecerem a este ato de fé e piedade cristã.Informou a Pax UniãoParnaíba – PI, 11 de Janeiro de 2025.",Unknown date
Florentino Neto aponta existir interferências externas na gestão do prefeito Francisco Emanuel,https://carlsonpessoa.blogspot.com/2025/01/florentino-neto-aponta-existir.html,"O deputado federalFlorentino Neto (PT)comentou aoPortal O Diasobre a nomeação do ex-prefeito Mão Santacomo secretário imediato da gestão deNovo Francisco (PP)e afirmou haver interferências externas na prefeitura de Parnaíba.Assis Fernandes / O DIAFlorentino Neto, deputado federal pelo PTFlorentino destacou que não vê problemas emMão Santa assumir um cargo na prefeitura, já que o ex-prefeito ocupava anteriormente a cadeira do executivo.“Se o grupo político dele foi o vencedor das eleições, eu não tenho nada a dizer, não sou nada, não tenho nada contra isso, certo? Mas interferências externas na administração, teve na anterior, está tendo na atual e a tendência é que vá ter até o futuro.”Sobre as interferências na administração de Parnaíba, Florentino Neto cita diretamente a tambémdeputada estadual Gracinha (PP), a quem acusa de ser a pessoa que sempre interferiu na administração pública da cidade.“Ela é secretária municipal? Não é. Ela é prefeita? Não é. Ela é vice-prefeita? Não é. Ela é deputada estadual. Mas todo mundo sabe da interferência que ela já exercia na administração anterior. E vai continuar exercendo na atual administração.”, finalizou o deputado. (O Dia)",Unknown date
SENAI: Matriculas abertas para curso de Mecânico de Motores Ciclo Otto,https://carlsonpessoa.blogspot.com/2024/11/senai-matriculas-abertas-para-curso-de.html,,Unknown date
NOTA DE FALECIMENTO: Morre Carlos Antônio Ferreira do Espírito Santo,https://carlsonpessoa.blogspot.com/2025/01/nota-de-falecimento-morre-carlos.html,"Faleceu na madrugada deste sábado(11) em Parnaíba o bancário (BB) aposentado Carlos Antônio Ferreira do Espírito Santo aos 94 anos de idade. O velório acontece a partir das 8hs da manhã deste sábado no salão de velório da PAX UNIÃO.De já a família agradece a todos que comparecerem.Com a permissão da família, o BLOG DO PESSOA, homenageia este ilustre parnaibano, com um ""Saudações Tricolores"", por se tratar do FLUMINENSEFOOTBALLCLUB, uma das suas paixões em vida!",Unknown date
DonaMana Água Mineral,https://carlsonpessoa.blogspot.com/2022/02/donamana-agua-mineral_0464439929.html,Envie uma mensagem para Água Donamana no WhatsApp clicandoaqui+55 86 2222-0909,Unknown date
"Primeiro equipamento de angiografia com inteligência artificial do Norte, Nordeste e Centro Oeste é instalado no Hospital Marques Basto em Parnaíba - PI",https://carlsonpessoa.blogspot.com/2025/01/primeiro-equipamento-de-angiografia-com.html,"O primeiro equipamento de angiografia com Inteligência Artificial disponível nas regiões Norte, Nordeste e Centro Oeste do Brasil foi instalado no Hospital Marques Basto em Parnaíba, Piauí em novembro do ano passado e apresentado formalmente pelo líder clínico da Ge Healthcare no dia 10 de janeiro para médicos e profissionais que atuam no Centro de Medicina Intervencionista do HMB.Já em funcionamento o novo equipamento realiza procedimentos cardíacos, vasculares e neurológicos. Com uma tecnologia avançada o Allia IGS 5, é um assistente confiável para terapias guiadas por imagem auxiliando na realização de tarefas de forma natural em um ambiente personalizado, garantindo que nada interfira entre médico e paciente, proporcionando procedimentos mais eficientes e sem esforço.“Estamos muito felizes em disponibilizar para todo o Piauí um equipamento como o Allia levando mais possibilidades de tratamento para os pacientes atendidos pelo Hospital Marques Basto. Há 8 anos atuamos com a Hemodinâmica para pacientes SUS, particular e convênio e com esse novo equipamento iniciamos o ano celebrando os 85 anos de hospital levando mais qualidade no tratamento e atendimento aos pacientes que nos procuram”, falou Mirócles Campos Véras Neto, Presidente do Hospital.Médicos e outros profissionais da saúde que atuam no Centro de Medicina Intervencionista do HMB, diretoria e convidados acompanharam a apresentação técnica e de casos clínicos pelo líder clínico e engenheiro mecatrônico da GE, Rodrigo Souza. “Hoje apresentamos casos clínicos e realizamos uma visita técnica a convidados ao equipamento de angiografia com inteligência artificial mostrando todas as possibilidades de uso no diagnóstico e tratamento de doenças”, Rodrigo.Todos os dias são realizados cerca de 7 procedimentos em pacientes do estado do Piauí, no HMB, regulados pelo estado e município através do SUS, além de particular e convênio. O Centro de Medicina Intervencionista tem como responsável técnico o médico cardiologista, intervencionista e hemodinamicista Eduardo Erudilho.",Unknown date
Agropecuária Industria e Comercio Santos Ltda. - ARROZ LONGÁ,https://carlsonpessoa.blogspot.com/2022/05/agropecuaria-industria-e-comercio.html,"Rua Dr. João Goulart, 810 no Bairro São José em Parnaíba(PI). Cep 64218- 030 - Fone: 86 33212377.",Unknown date
OFERTAS DA SEMANA PARAÍBA,https://carlsonpessoa.blogspot.com/2025/01/ofertas-da-semana-paraiba_0798099772.html,,Unknown date
Utilidade Publica,https://carlsonpessoa.blogspot.com/2024/10/utilidade-publica_21.html,,Unknown date
"Assassino de família envenenada é serial Killer e polícia estuda possível exumação, diz perito",https://carlsonpessoa.blogspot.com/2025/01/assassino-de-familia-envenenada-e.html,"Perito Geral da Polícia Técnico-Científica do Piauí. | Jéssica Machado/ Reprodução Redes sociais“Existe um serial killer por trás de tudo isso sim”,afirmou o Perito Geral da Polícia Técnico-Científica do Piauí, o médico legista Antônio Nunes, sobre o caso da família envenenada em Parnaíba, litoral do Piauí. Até o momento, seis pessoas foram mortase a polícia estuda a exumação do corpo do ex-companheiro de uma delas, sob hipótese que esteja ligado ao caso.“Eu não posso afirmar que é o preso, aí a situação de investigação, mas, posso afirmar que pelo método de assinatura, nós somos diante um serial killer. Sem sombra de dúvida. Isso é característica principal. Quem é, o que, é resolvido lá com a investigação e com o Ministério Público”, afirmou o perito.O primeiro caso ocorreu em agosto de 2024, onde dois irmãos faleceramapós comerem cajus. Na época, a vizinha da família, Lucélia Maria da Conceição Silva, de 52 anos, foi presa suspeita de cometer o crime. No início de janeiro de 2025, outras quatro pessoas da mesma família foram a óbito após consumirem um arroz requentado e o padrasto de duas das vítimas, Fancisco de Assis Pereira da Costa, de 53 anos, foi preso apontado como autor.Relação entre ambos os casos./Arte: Jéssica MachadoQUAIS AS CARACTERÍSTICAS DE UM SERIAL KILLER“A assinatura, você mata sempre do mesmo jeito. Todo serial killer, ele mata várias pessoas em série, por isso que chama Serial Killer,  foram mortas várias em série. Além disso, você tem o método, sempre daquela forma. Então método e assinatura tá? E é matando pessoas que não têm nenhuma relação com alguém de dígamos, de inimizade, de alguma coisa, é o matar por matar. Serial Killer ele mata pela maldade nata, pela amoralidade que tem o sociopata, psicopata.  Não tem empatia pelo outro. […] São pessoas que morreram com veneno, inocentes, criancinhas, inclusive. Isso não é característica do inimigo, isso de alguém que tem a maldade nata, ou seja, não tem aquelas emoções que tem normalmente o ser humano comum É a moral não tem empatia e tem assinatura e método””, explicou o médico legista.CAJUS ESTÃO SOB ANÁLISEConforme o perito, os cajus consumidos por Ulisses Gabriel e João Miguel estão sob exames para determinar se estavam contaminados ou não. Ele realçou que o resultado pode sair durante este fim de semana.“A polícia científica dará resposta de cada um desses exemplos e esse vai sair logo assim, como a gente tá trabalhando nos exames também do próprio suspeito e de mais alguns que tem”,disse.EXUMAÇÃOForam encontrados terbufós,  semelhante ao raticida conhecido como “chumbinho”, no organismo das vítimas que comeram o arroz.  O médico relatou que o produto também foi encontrado, em uma dose muito alta, em um gato. Diante das novas vertentes, a polícia estuda a exumação do corpo do ex-companheiro de Francisca Maria, que morreu em 2023.“A gente tá estudando o caso. Vou receber alguns documentos do Ministério Público, da delegacia, talvez precisa pegar algumas informações com a família, com quem está lá ainda. […] O que eu tenho é que ele morreu com os náuseas e vômitos. Devo ter acesso ainda hoje ou amanhã a declaração de óbito da época,  ver o que está escrito pelo médico que declarou”, afirmou. (Jéssica Machado/MN)",Unknown date
